produto,codigo,categoria,tipo_produto,preco_desconto,perc_desconto,avaliacao,qtd_avaliacoes,valor_total_vendas
Xiaomi Mi Wired In Ear Earphones With Mic Basic With Ultra Deep Bass E Aluminum Alloy Sound Chamber (Black),B07CD2BN46,Electronics,Fone,25.74,28.0,4.1,119466.0,3075054.84
Zodo 8. 5 Inch Lcd E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),B07PLHTTB4,Computers e Accessories,Outros,6.0,80.0,3.5,9638.0,57828.0
Zebronics Zeb-Km2100 Multimedia USB Keyboard Comes With 114 Keys Including 12 Dedicated Multimedia Keys E With Rupee Key,B077T3BG5L,Computers e Accessories,Periferico,19.74,18.0,3.6,33735.0,665928.8999999999
Mi USB Type-C Cable Smartphone (Black),B08DDRGWTJ,Computers e Accessories,Cabo,13.74,23.0,4.3,30411.0,417847.14
"Zebronics Zeb-Comfort Wired USB Mouse, 3-Button, 1000 Dpi Optical Sensor, Plug E Play, For Windows/Mac, Black",B079Y6JZC8,Computers e Accessories,Periferico,8.34,54.0,3.8,3044.0,25386.96
"Boat Rockerz 370 On Ear Bluetooth Headphones With Upto 12 Hours Playtime, Cozy Padded Earcups And Bluetooth V5.0, With Mic (Buoyant Black)",B0856HNMR7,Electronics,Fone,71.94,52.0,4.0,33584.0,2416032.96
"Zebronics Zeb-Astra 20 Wireless Bt V5.0 Portable Speaker With 10W Rms Output, Tws, 10H Backup Approx, Built In Rechargeable Battery Fm Radio, Aux, Msd, USB, Call Function And Dual 52Mm Drivers Multi",B0B12K5BPM,Electronics,Caixa De Som,62.94,54.0,3.9,1779.0,111970.26
"Gizga Essentials Spiral Cable Protector Cord Saver For Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder For Charging Cables, Data Cables, Earphones, Pack Of 10",B08MTCKDYN,Electronics,Cabo,7.14,60.0,4.1,5999.0,42832.86
Portronics Konnect L Por-1081 Fast Charging 3A Type-C Cable 1.2Meter With Charge E Sync Function For All Type-C Devices (Grey),B08CF3D7QR,Computers e Accessories,Cabo,9.24,55.0,4.3,13391.0,123732.84
Panasonic Cr-2032/5Be Lithium Coin Battery - Pack Of 5,B00LVMTA2A,Electronics,Outros,13.5,10.0,4.4,26556.0,358506.0
Memeho® Smart Standard Multi-Purpose Laptop Table With Dock Stand/Study Table/Bed Table/Foldable And Portable/Ergonomic E Rounded Edges/Non-Slip Legs/Engineered Wood With Cup Holder (Black),B07TR5HSR9,Computers e Accessories,Computador,39.36,56.0,4.3,25903.0,1019542.08
"Sandisk Ultra Dual Drive Go USB Type C Pendrive For Mobile (Black, 128 Gb, 5Y - Sdddc3-128G-I35)",B0819ZZK5K,Computers e Accessories,Celular,66.53999999999999,60.0,4.3,53464.0,3557494.5599999996
"Boat Xtend Smartwatch With Alexa Built-In, 1.69” Hd Display, Multiple Watch Faces, Stress Monitor, Heart E Spo2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 Atm E 7 Days Battery(Pitch Black)",B096VF5YYF,Electronics,Outros,179.94,62.0,4.1,48448.0,8717733.12
"Tizum Mouse Pad/ Computer Mouse Mat With Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface For Laptop, Notebook, Macbook, Gaming, Laser/ Optical Mouse, 9.4”X 7.9”, Multicolored",B08QJJCY2Q,Computers e Accessories,Periferico,10.139999999999999,43.0,4.4,5176.0,52484.63999999999
Epson 003 65 Ml For Ecotank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,B07L5L4GTB,Computers e Accessories,Outros,18.54,24.0,4.4,8614.0,159703.56
"Zebronics Zeb-Thunder Bluetooth Wireless Over Ear Headphone Fm, Msd, 9 Hrs Playback With Mic (Black)",B07L8KNP5F,Electronics,Fone,35.94,57.0,3.8,60026.0,2157334.44
"Quantum Qhm-7406 Full-Sized Keyboard With (₹) Rupee Symbol, Hotkeys And 3-Pieces Led Function For Desktop/Laptop/Smart Tv Spill-Resistant Wired USB Keyboard With 10 Million Keystrokes Lifespan (Black)",B08CF4SCNP,Computers e Accessories,Periferico,17.939999999999998,50.0,3.8,3066.0,55004.03999999999
"Striff Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder For Desk, Aluminum Foldable Laptop Ergonomic Compatibility With Up To 15.6-Inch Laptop, All Mac, Tab, And Mobile (Silver)",B09XX51X2G,Computers e Accessories,Celular,26.939999999999998,55.0,4.0,2102.0,56627.88
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 Ghz With USB Mini Receiver, 1000 Dpi Optical Tracking, 18-Month Battery Life, Ambidextrous Pc / Mac / Laptop - Charcoal Grey",B01M72LILF,Computers e Accessories,Periferico,47.94,38.0,4.4,34852.0,1670804.88
"Amazonbasics Flexible Premium Hdmi Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",B07KSMBL2H,Electronics,Cabo,13.139999999999999,69.0,4.4,426972.0,5610412.079999999
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",B00LZLQ624,OfficeProducts,Bolsa/Acessorio,9.42,2.0,4.5,8618.0,81181.56
Hp 32Gb Class 10 Microsd Memory Card (U1 Tf Card 32Gb),B07DJLFMPS,Electronics,Outros,22.14,77.0,4.0,32625.0,722317.5
"Hp 150 Wireless USB Mouse With Ergonomic And Ambidextrous Design, 1600 Dpi Optical Tracking, 2.4 Ghz Wireless Connectivity, Dual-Function Scroll Wheel And 12 Month Long Battery Life. 3-Years Warranty.",B09GB5B4BK,Computers e Accessories,Periferico,35.94,33.0,4.0,4018.0,144406.91999999998
"Duracell Rechargeable Aa 1300Mah Batteries, 4Pcs",B015ZXUDD0,Electronics,Computador,28.74,20.0,4.3,11687.0,335884.38
"Portronics Konnect Cl 20W Por-1067 Type-C To 8 Pin USB 1.2M Cable With Power Delivery E 3A Quick Charge Support, Nylon Braided For All Type-C And 8 Pin Devices, Green",B085DTN6R2,Computers e Accessories,Cabo,21.0,61.0,4.2,2262.0,47502.0
"Boat Airdopes 181 In-Ear True Wireless Earbuds With Enx Tech, Beast Mode(Low Latency Upto 60Ms) For Gaming, With Mic, Asap Charge, 20H Playtime, Bluetooth V5.2, Ipx4 E Iwp (Cool Grey)",B09PL79D2X,Electronics,Fone,95.88,47.0,3.8,11015.0,1056118.2
"Tp-Link USB Bluetooth Adapter For Pc, 5.0 Bluetooth Dongle Receiver (Ub500) Supports Windows 11/10/8.1/7 For Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, Ps4/ Xbox Controllers",B098K3H92Z,Computers e Accessories,Fone,35.94,33.0,4.3,95116.0,3418469.0399999996
Portronics Konnect L 1.2M Por-1401 Fast Charging 3A 8 Pin USB Cable With Charge E Sync Function (White),B09KLVMZ3B,Computers e Accessories,Cabo,9.54,60.0,4.1,4768.0,45486.719999999994
"Sandisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 Gb, 5Y - Sdddc4-128G-I35)",B084PJSSQ1,Computers e Accessories,Outros,77.94,57.0,4.3,23022.0,1794334.68
"Noise Colorfit Pulse Smartwatch With 3.56 Cm (1.4"") Full Touch Hd Display, Spo2, Heart Rate, Sleep Monitors E 10-Day Battery - Jet Black",B097R25DP7,Electronics,Outros,95.94,68.0,4.0,67951.0,6519218.9399999995
"Rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female To USB A Male Charger Charging Cable Adapter Converter Compatible For iPhone, Samsung S20 Ultra/S21/S10/S8/S9/Macbook Pro Ipad Silver",B097C564GC,Computers e Accessories,Cabo,17.64,94.0,4.3,4426.0,78074.64
Hp 682 Black Original Ink Cartridge,B08CYNJ5KY,Computers e Accessories,Outros,49.68,4.0,4.2,4567.0,226888.56
Logitech H111 Wired On Ear Headphones With Mic Black,B00Y4ORQ46,Electronics,Fone,44.699999999999996,6.0,4.0,13797.0,616725.8999999999
"Digitek Dtr 550 Lw (67 Inch) Tripod For Dslr, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity Up To 4.5Kg | Portable Lightweight Aluminum Tripod With 360 Degree Ball Head | Carry Bag Included (Black) (Dtr 550Lw)",B074CWD7MS,Electronics,Bolsa/Acessorio,92.94,38.0,4.4,15137.0,1406832.78
Mi Braided USB Type-C Cable For Charging Adapter (Red),B083342NKJ,Computers e Accessories,Cabo,20.939999999999998,13.0,4.4,18757.0,392771.57999999996
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync E Charge Cable For iPhone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",B09C6HXFC1,Computers e Accessories,Cabo,58.199999999999996,46.0,4.5,815.0,47433.0
"Tp-Link Tl-Wa850Re Single_Band 300Mbps Rj45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot With 1 Ethernet Port, Plug And Play, Built-In Access Point Mode, White",B00A0VCJPI,Computers e Accessories,Outros,88.14,41.0,4.2,156638.0,13806073.32
Coi Note Pad/Memo Book With Sticky Notes E Clip Holder With Pen For Gifting,B00UGZWM2I,OfficeProducts,Outros,11.879999999999999,75.0,4.1,9344.0,111006.71999999999
Fujifilm Instax Mini Single Pack 10 Sheets Instant Film For Fuji Instant Cameras,B00R1P3B4O,Electronics,Outros,32.94,0.0,4.5,4875.0,160582.5
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display With Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, In Built Calculator E Games, Spo2, Heart Rate Monitoring",B0B3MWYCHQ,Electronics,Outros,179.94,70.0,4.2,20881.0,3757327.14
"Samsung Galaxy Watch4 Bluetooth(4.4 Cm, Black, Compatible With Android Only)",B09DG9VNWB,Electronics,Celular,720.0,60.0,4.3,4744.0,3415680.0
"Noise Buds Vs104 Bluetooth Truly Wireless In Ear Earbuds With Mic, 30-Hours Of Playtime, Instacharge, 13Mm Driver And Hyper Sync (Charcoal Black)",B09Y5MP7C4,Electronics,Fone,77.94,63.0,3.9,12452.0,970508.88
"Duracell Ultra Alkaline Aaa Battery, 8 Pcs",B01DJJVFPC,Electronics,Computador,16.14,15.0,4.5,17810.0,287453.4
"Jbl C200Si, Premium In Ear Wired Earphones With Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds For Comfort Fit (Blue)",B07DFYJRQV,Electronics,Fone,47.94,47.0,4.1,53648.0,2571885.1199999996
"Acer Ek220Q 21.5 Inch (54.61 Cm) Full Hd (1920X1080) Va Panel Lcd Monitor With Led Back Light I 250 Nits I Hdmi, Vga Ports I Eye Care Features Like Bluelight Shield, Flickerless E Comfy View (Black)",B08L879JSN,Computers e Accessories,Outros,377.94,54.0,4.2,2014.0,761171.16
"E-Cosmos 5V 1.2W Portable Flexible USB Led Light (Colors May Vary, Small) - Set Of 2 Pieces",B08TDJNM3G,Computers e Accessories,Outros,3.54,0.0,3.8,5958.0,21091.32
Boat Dual Port Rapid Car Charger (Qualcomm Certified) With Quick Charge 3.0 + Free Micro USB Cable - (Black),B06XSK3XL6,Electronics,Cabo,34.26,43.0,4.3,38221.0,1309451.46
"Zebronics Zeb-County 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, Sd Card, Aux, Fm E Call Function. (Green)",B07YNTJ8ZM,Electronics,Caixa De Som,32.94,45.0,3.9,64705.0,2131382.6999999997
"Kingone Upgraded Stylus Pen, Ipad Pencil, Ultra High Precision E Sensitivity, Palm Rejection, Prevents False On/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption For Ipad 2018 And Later",B09KGV7WSV,Electronics,Outros,125.94,65.0,4.3,17129.0,2157226.26
Lg 80 Cm (32 Inches) Hd Ready Smart Led Tv 32Lm563Bptc (Dark Iron Gray),B08DPLCM6T,Electronics,Tv,809.4,39.0,4.3,11976.0,9693374.4
Zebronics Wired Keyboard And Mouse Combo With 104 Keys And A USB Mouse With 1200 Dpi - Judwaa 750,B07KR5P3YD,Computers e Accessories,Periferico,26.88,36.0,3.9,17348.0,466314.24
"Jbl Tune 215Bt, 16 Hrs Playtime With Quick Charge, In Ear Bluetooth Wireless Earphones With Mic, 12.5Mm Premium Earbuds With Pure Bass, Bt 5.0, Dual Pairing, Type C E Voice Assistant Support (Black)",B08FB2LNSZ,Electronics,Fone,89.94,50.0,3.7,87798.0,7896552.12
"Gizga Essentials Professional 3-In-1 Cleaning Kit For Camera, Lens, Binocular, Laptop, Tv, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100Ml, Plush Microfiber Cloth, Dust Removal Brush)",B01IBRHE3E,Electronics,Tv,17.939999999999998,40.0,4.2,24432.0,438310.07999999996
Sandisk Ultra Dual 64 Gb USB 3.0 Otg Pen Drive (Black),B01N6LU1VF,Computers e Accessories,Outros,34.74,59.0,4.3,189104.0,6569472.96
Tp-Link Tapo 360° 2Mp 1080P Full Hd Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound And Light Alarm| Indoor Cctv (Tapo C200) White,B07XLML2YS,Electronics,Tv,149.94,24.0,4.2,93112.0,13961213.28
"Boat Airdopes 171 In Ear Bluetooth True Wireless Earbuds With Upto 13 Hours Battery, Ipx4, Bluetooth V5.0, Dual Tone Finish With Mic (Mysterious Blue)",B086WMSCN3,Electronics,Fone,71.94,80.0,3.9,47521.0,3418660.7399999998
Duracell Plus Aaa Rechargeable Batteries (750 Mah) Pack Of 4,B003B00484,Electronics,Outros,23.939999999999998,20.0,4.3,27201.0,651191.94
"Tizum Hdmi To Vga Adapter Cable 1080P For Projector, Computer, Laptop, Tv, Projectors E Tv",B085194JFL,Electronics,Cabo,16.74,44.0,3.7,10962.0,183503.87999999998
Samsung 80 Cm (32 Inches) Wondertainment Series Hd Ready Led Smart Tv Ua32T4340Bkxxl (Glossy Black),B09F6S8BT6,Electronics,Tv,809.4,41.0,4.3,16299.0,13192410.6
"Logitech B100 Wired USB Mouse, 3 Yr Warranty, 800 Dpi Optical Tracking, Ambidextrous Pc/Mac/Laptop - Black",B003L62T7W,Computers e Accessories,Periferico,16.74,26.0,4.3,31534.0,527879.1599999999
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch With Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 E Heart Rate Monitoring, Calling Smart Watch For Men E Women - Jet Black",B09P18XVW6,Electronics,Outros,149.94,50.0,3.9,7571.0,1135195.74
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",B00LZLPYHW,OfficeProducts,Bolsa/Acessorio,8.219999999999999,14.0,4.4,6537.0,53734.13999999999
Flix Micro USB Cable For Smartphone (Black),B09NHVCHS9,Computers e Accessories,Cabo,3.54,70.0,4.0,9377.0,33194.58
"Aircase Rugged Hard Drive Case For 2.5-Inch Western Digital, Seagate, Toshiba, Portable Storage Shell For Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",B00NNQMYNE,Computers e Accessories,Cabo,17.939999999999998,40.0,4.5,21010.0,376919.39999999997
"Noise Buds Vs402 Truly Wireless In Ear Earbuds, 35-Hours Of Playtime, Instacharge, Quad Mic With Enc, Hyper Sync, Low Latency, 10Mm Driver, Bluetooth V5.3 And Breathing Led Lights (Neon Black)",B0B217Z5VK,Electronics,Fone,107.94,55.0,3.9,3517.0,379624.98
"Jbl Go 2, Wireless Portable Bluetooth Speaker With Mic, Jbl Signature Sound, Vibrant Color Options With Ipx7 Waterproof E Aux (Blue)",B07B88KQZ8,Electronics,Caixa De Som,119.94,33.0,4.3,63899.0,7664046.06
Tizum High Speed Hdmi Cable With Ethernet | Supports 3D 4K | For All Hdmi Devices Laptop Computer Gaming Console Tv Set Top Box (1.5 Meter/ 5 Feet),B01M4GGIVU,Electronics,Cabo,11.94,72.0,4.2,12153.0,145106.82
Robustrion Tempered Glass Screen Protector For Ipad 10.2 Inch 9Th Gen Generation 2021 8Th Gen 2020 7Th Gen 2019,B07Z3K96FR,Computers e Accessories,Outros,23.939999999999998,73.0,4.1,5730.0,137176.19999999998
"Redgear Pro Wireless Gamepad With 2.4Ghz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys For Pc(Compatible With Windows 7/8/8.1/10 Only)",B0756CLQWL,Computers e Accessories,Controle,101.94,58.0,4.2,25488.0,2598246.7199999997
"Logitech M235 Wireless Mouse, 1000 Dpi Optical Tracking, 12 Month Life Battery, Compatible With Windows, Mac, Chromebook/Pc/Laptop",B004IO5BMQ,Computers e Accessories,Periferico,41.94,30.0,4.5,54405.0,2281745.6999999997
"Striff 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit For All Cell Phones, Computers And Chargers (White)",B09Z6WH2N1,Electronics,Cabo,5.7,81.0,4.2,1949.0,11109.300000000001
Tp-Link N300 Wifi Wireless Router Tl-Wr845N | 300Mbps Wi-Fi Speed | Three 5Dbi High Gain Antennas | Ipv6 Compatible | Ap/Re/Wisp Mode | Parental Control | Guest Network,B01HGCLUH6,Computers e Accessories,Rede,68.94,32.0,4.2,122478.0,8443633.32
"Logitech Mk240 Nano Wireless USB Keyboard And Mouse Set, 12 Function Keys 2.4Ghz Wireless, 1000Dpi, Spill-Resistant Design, Pc/Mac, Black/Chartreuse Yellow",B01N4EV2TL,Computers e Accessories,Periferico,89.7,25.0,4.3,7241.0,649517.7000000001
"Callas Multipurpose Foldable Laptop Table With Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable And Portable/Ergonomic E Rounded Edges/Non-Slip Legs (Wa-27-Black)",B08MZQBFLN,Computers e Accessories,Computador,50.94,83.0,4.0,20457.0,1042079.58
Casio Mj-12D 150 Steps Check And Correct Desktop Calculator,B0752LL57V,OfficeProducts,Outros,26.4,0.0,4.5,8610.0,227304.0
"Tukzer Capacitive Stylus Pen For Touch Screens Devices, Fine Point, Lightweight Metal Body With Magnetism Cover Cap For Smartphones/Tablets/Ipad/Ipad Pro/iPhone (Grey)",B08K4PSZ3V,Electronics,Bolsa/Acessorio,20.939999999999998,65.0,3.8,16557.0,346703.57999999996
"Amazon Basics Multipurpose Foldable Laptop Table With Cup Holder, Brown",B09Z28BQZT,Computers e Accessories,Computador,35.94,85.0,3.9,1087.0,39066.78
"Kanget [2 Pack] Type C Female To USB A Male Charger | Charging Cable Adapter Converter Compatible For iPhone 14, 13, 12,11 Pro Max/Mini/Xr/Xs/X/Se, Samsung S20 Ultra/S21/S10/S8/S9/Macbook Pro Ipad (Grey)",B094DQWV9B,Computers e Accessories,Cabo,8.94,63.0,4.0,1540.0,13767.599999999999
"Amazon Basics Magic Slate 8.5-Inch Lcd Writing Tablet With Stylus Pen, For Drawing, Playing, Noting By Kids E Adults, Black",B0BBMPH39N,Computers e Accessories,Outros,17.34,71.0,4.1,401.0,6953.34
"Zebronics Zeb-90Hb USB Hub, 4 Ports, Pocket Sized, Plug E Play, For Laptop E Computers",B097JQ1J5G,Computers e Accessories,Computador,10.74,64.0,3.4,9385.0,100794.90000000001
"Noise Colorfit Pro 2 Full Touch Control Smart Watch With 35G Weight E Upgraded Lcd Display,Ip68 Waterproof,Heart Rate Monitor,Sleep E Step Tracker,Call E Message Alerts E Long Battery Life (Jet Black)",B07YY1BY5B,Electronics,Outros,89.94,70.0,4.0,92588.0,8327364.72
"Zebronics Zeb Buds C2 In Ear Type C Wired Earphones With Mic, Braided 1.2 Metre Cable, Metallic Design, 10Mm Drivers, In Line Mic E Volume Controller (Blue)",B08VRMK55F,Electronics,Cabo,23.939999999999998,43.0,3.4,3454.0,82688.76
"Redgear A-15 Wired Gaming Mouse With Upto 6400 Dpi, Rgb E Driver Customization For Pc(Black)",B08CHZ3ZQ7,Computers e Accessories,Periferico,35.94,25.0,4.3,15790.0,567492.6
"Jbl Commercial Cslm20B Auxiliary Omnidirectional Lavalier Microphone With Battery For Content Creation, Voiceover/Dubbing, Recording (Black,Small)",B08SCCG9D4,Computers e Accessories,Celular,56.94,53.0,3.9,14969.0,852334.86
"Fire-Boltt India'S No 1 Smartwatch Brand Ring Bluetooth Calling With Spo2 E 1.7” Metal Body With Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch E Multiple Watch Faces",B0972BQ2RS,Electronics,Outros,149.94,75.0,4.1,42139.0,6318321.66
Eveready Red 1012 Aaa Batteries - Pack Of 10,B00ZRBWPA0,Electronics,Outros,9.54,12.0,4.3,989.0,9435.06
"Sandisk Extreme Microsd Uhs I Card 128Gb For 4K Video On Smartphones,Action Cams 190Mb/S Read,90Mb/S Write",B0B2DD66GS,Electronics,Celular,79.74,54.0,4.5,19624.0,1564817.76
Portronics Mport 31C 4-In-1 USB Hub (Type C To 4 USB-A Ports) With Fast Data Transfer,B09M869Z5V,Computers e Accessories,Outros,34.199999999999996,43.0,4.2,3201.0,109474.19999999998
"Infinity (Jbl Fuze Pint, Wireless Ultra Portable Mini Speaker With Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 With Voice Assistant Support For Mobiles (Black)",B07W6VWZ8C,Electronics,Caixa De Som,53.94,55.0,4.1,30469.0,1643497.8599999999
"Aircase Protective Laptop Bag Sleeve Fits Upto 13.3"" Laptop/ Macbook, Wrinkle Free, Padded, Waterproof Light Neoprene Case Cover Pouch, For Men E Women, Black- 6 Months Warranty",B07Z1X6VFC,Computers e Accessories,Bolsa/Acessorio,26.939999999999998,55.0,4.4,9940.0,267783.6
"Brand Conquer 6 In 1 With Otg, Sd Card Reader, USB Type C, USB 3.0 And Micro USB, For Memory Card | Portable Card Reader | Compatible With Tf, Sd, Micro Sd, Sdhc, Sdxc, Mmc, Rs-Mmc, Micro Sdxc",B07YL54NVJ,Computers e Accessories,Outros,32.94,45.0,4.3,7758.0,255548.52
"Tp-Link Ac750 Dual Band Wireless Cable Router, 4 10/100 Lan + 10/100 Wan Ports, Support Guest Network And Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 Ghz",B0759QMF85,Computers e Accessories,Cabo,91.74,36.0,4.3,68409.0,6275841.659999999
"Parker Quink Ink Bottle, Blue",B00LM4X0KU,OfficeProducts,Outros,6.0,0.0,4.3,3095.0,18570.0
Striff Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible For 9 To 15.6” Laptops Black(Black),B08PFSZ7FH,Computers e Accessories,Celular,17.939999999999998,80.0,4.2,903.0,16199.819999999998
"Logitech Mk215 Wireless Keyboard And Mouse Combo For Windows, 2.4 Ghz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) Pc/Laptop- Black",B012MQS060,Computers e Accessories,Periferico,77.7,28.0,4.1,25771.0,2002406.7000000002
Boat Bassheads 225 In Ear Wired Earphones With Mic(Blue),B01MF8MB65,Electronics,Fone,41.94,30.0,4.1,273189.0,11457546.66
"Luxor 5 Subject Single Ruled Notebook - A4, 70 Gsm, 300 Pages",B00LHZWD0C,OfficeProducts,Computador,15.12,20.0,4.5,3785.0,57229.2
Duracell Chhota Power Aa Battery Set Of 10 Pcs,B08QDPB1SL,Electronics,Computador,11.4,14.0,4.4,2866.0,32672.4
"Zebronics Zeb-Transformer Gaming Keyboard And Mouse Combo (USB, Braided Cable)",B07BRKK9JQ,Computers e Accessories,Cabo,77.94,19.0,4.3,27223.0,2121760.62
"Sandisk Ultra 64 Gb USB Pen Drives (Sdddc2-064G-I35, Black, Silver)",B01EZ0X3L8,Computers e Accessories,Outros,43.739999999999995,56.0,4.3,82356.0,3602251.4399999995
Parker Classic Gold Gold Trim Ball Pen,B00LM4W1N2,OfficeProducts,Outros,28.799999999999997,20.0,4.3,5719.0,164707.19999999998
"Boat Flash Edition Smart Watch With Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera E Music Control, Ip68 E 7 Days Battery Life(Lightning Black)",B0949SBKMP,Electronics,Cabo,107.94,74.0,4.0,26880.0,2901427.1999999997
"Tarkan Portable Folding Laptop Desk For Bed, Lapdesk With Handle, Drawer, Cup E Mobile/Tablet Holder For Study, Eating, Work (Black)",B08YD264ZS,Computers e Accessories,Celular,59.94,60.0,4.3,1690.0,101298.59999999999
"Ambrane Unbreakable 3 In 1 Fast Charging Braided Multipurpose Cable For Speaker With 2.1 A Speed - 1.25 Meter, Black",B094JNXNPV,Computers e Accessories,Cabo,17.939999999999998,25.0,4.0,2766.0,49622.03999999999
"Quantum Rj45 Ethernet Patch Cable/Lan Router Cable With Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof And Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",B00GZLB57U,Computers e Accessories,Cabo,14.28,66.0,4.4,8372.0,119552.15999999999
"Hp USB Wireless Spill Resistance Keyboard And Mouse Set With 10M Working Range 2.4G Wireless Technology / 3 Years Warranty (4Sc12Pa), Black",B07V82W5CN,Computers e Accessories,Periferico,80.94,39.0,4.0,7113.0,575726.22
"Boat A400 USB Type-C To USB-A 2.0 Male Data Cable, 2 Meter (Black)",B077Z65HSD,Computers e Accessories,Cabo,17.939999999999998,70.0,4.3,20850.0,374048.99999999994
"Humble Dynamic Lapel Collar Mic Voice Recording Filter Microphone For Singing Youtube Smartphones, Black",B08HD7JQHX,Computers e Accessories,Celular,11.94,60.0,3.3,2804.0,33479.76
"Boult Audio Omega With 30Db Anc+ Enc, 32H Playtime, 45Ms Latency Gaming Mode, Quad Mic Zen Enc, 3 Equalizer Modes, Anc, Type-C Fast Charging, Ipx5 True Wireless In Ear Bluetooth Earbuds (Black)",B0B31FR4Y2,Electronics,Cabo,119.94,80.0,3.7,1986.0,238200.84
"Striff Uph2W Multi Angle Tablet/Mobile Stand. Holder For iPhone, Android, Samsung, Oneplus, Xiaomi. Portable,Foldable Stand.Perfect For Bed,Office, Home,Gift And Desktop (White)",B09Y14JLP3,Electronics,Celular,5.9399999999999995,80.0,4.1,2451.0,14558.939999999999
"Amazon Basics Wireless Mouse | 2.4 Ghz Connection, 1600 Dpi | Type - C Adapter | Upto 12 Months Of Battery Life | Ambidextrous Design | Suitable For Pc/Mac/Laptop",B09ZHCJDP1,Computers e Accessories,Periferico,29.939999999999998,50.0,5.0,23.0,688.6199999999999
Crucial Ram 8Gb Ddr4 3200Mhz Cl22 (Or 2933Mhz Or 2666Mhz) Laptop Memory Ct8G4Sfra32A,B08C4Z69LN,Computers e Accessories,Computador,107.52,49.0,4.5,26194.0,2816378.88
"Apc Back-Ups Bx600C-In 600Va / 360W, 230V, Ups System, An Ideal Power Backup E Protection For Home Office, Desktop Pc E Home Electronics",B016XVRKZM,Computers e Accessories,Computador,197.94,20.0,3.9,15783.0,3124087.02
"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 Gsm, 300 Pages",B00LHZW3XY,OfficeProducts,Computador,7.5,31.0,4.4,8053.0,60397.5
"Zebronics Zeb-Jaguar Wireless Mouse, 2.4Ghz With USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug E Play, Ambidextrous, For Pc/Mac/Laptop (Black+Grey)",B098JYT4SY,Computers e Accessories,Periferico,23.939999999999998,66.0,4.1,2809.0,67247.45999999999
"Boult Audio Truebuds With 30H Playtime, Ipx7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), Boomx™ Tech Rich Bass, Pro+ Calling Hd Mic, Touch Controls In Ear Earbuds Tws (Grey)",B08CFCK6CW,Electronics,Cabo,71.94,85.0,3.6,25910.0,1863965.4
"Wembley Lcd Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad With Colorful Letters | 9 Inch Graphic Tablet (Assorted)",B09P564ZTJ,Computers e Accessories,Outros,14.1,85.0,3.8,1173.0,16539.3
